"module": executable file not found in $PATH
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 70423ms | tok/sec: 7,444 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854702 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,269 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442315 | lrm: 1.00 | dt: 319ms | tok/sec: 1,646,060 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971719 | lrm: 1.00 | dt: 341ms | tok/sec: 1,537,264 | mfu: 37.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578760 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,688 | mfu: 39.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248846 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,424 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998084 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,622 | mfu: 38.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787079 | lrm: 1.00 | dt: 332ms | tok/sec: 1,579,214 | mfu: 38.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.606994 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,782 | mfu: 39.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.455153 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,707 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325382 | lrm: 1.00 | dt: 331ms | tok/sec: 1,583,127 | mfu: 38.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217079 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,764 | mfu: 38.9% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.120709 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,664 | mfu: 38.1% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034846 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,906 | mfu: 38.5% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.962715 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,791 | mfu: 39.0% | epoch: 1 | remaining: 299s    
step 00151 (15.3%) | loss: 3.453409 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,866 | mfu: 38.8% | epoch: 1 | remaining: 254s    
step 00152 (15.4%) | loss: 3.450636 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,851 | mfu: 38.6% | epoch: 1 | remaining: 254s    
step 00153 (15.5%) | loss: 3.448582 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,986 | mfu: 38.6% | epoch: 1 | remaining: 253s    
step 00154 (15.6%) | loss: 3.447675 | lrm: 1.00 | dt: 330ms | tok/sec: 1,588,088 | mfu: 38.4% | epoch: 1 | remaining: 253s    
step 00155 (15.7%) | loss: 3.442286 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,542 | mfu: 38.9% | epoch: 1 | remaining: 253s    
step 00156 (15.8%) | loss: 3.439140 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,297 | mfu: 38.9% | epoch: 1 | remaining: 252s    
step 00157 (15.9%) | loss: 3.436963 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,981 | mfu: 38.6% | epoch: 1 | remaining: 252s    
step 00158 (16.0%) | loss: 3.433073 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,759 | mfu: 39.1% | epoch: 1 | remaining: 252s    
step 00159 (16.1%) | loss: 3.428312 | lrm: 1.00 | dt: 324ms | tok/sec: 1,615,822 | mfu: 39.0% | epoch: 1 | remaining: 251s    
step 00160 (16.2%) | loss: 3.421132 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,085 | mfu: 38.3% | epoch: 1 | remaining: 251s    
step 00161 (16.4%) | loss: 3.416541 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,051 | mfu: 38.6% | epoch: 1 | remaining: 251s    
step 00162 (16.5%) | loss: 3.412153 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,676 | mfu: 38.5% | epoch: 1 | remaining: 250s    
step 00163 (16.6%) | loss: 3.408762 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,038 | mfu: 38.9% | epoch: 1 | remaining: 250s    
step 00164 (16.7%) | loss: 3.407250 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,730 | mfu: 38.9% | epoch: 1 | remaining: 250s    
step 00165 (16.8%) | loss: 3.402459 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,800 | mfu: 38.5% | epoch: 1 | remaining: 249s    
step 00166 (16.9%) | loss: 3.400897 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,870 | mfu: 39.2% | epoch: 1 | remaining: 249s    
step 00167 (17.0%) | loss: 3.400470 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,131 | mfu: 39.0% | epoch: 1 | remaining: 249s    
step 00168 (17.1%) | loss: 3.400341 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,050 | mfu: 38.8% | epoch: 1 | remaining: 248s    
step 00169 (17.2%) | loss: 3.405249 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,179 | mfu: 39.0% | epoch: 1 | remaining: 248s    
step 00170 (17.3%) | loss: 3.406805 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,769 | mfu: 39.2% | epoch: 1 | remaining: 248s    
step 00171 (17.4%) | loss: 3.400450 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,885 | mfu: 38.5% | epoch: 1 | remaining: 247s    
step 00172 (17.6%) | loss: 3.401004 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,480 | mfu: 39.2% | epoch: 1 | remaining: 247s    
step 00173 (17.7%) | loss: 3.399088 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,313 | mfu: 38.7% | epoch: 1 | remaining: 247s    
step 00174 (17.8%) | loss: 3.395059 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,869 | mfu: 38.8% | epoch: 1 | remaining: 246s    
step 00175 (17.9%) | loss: 3.388069 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,444 | mfu: 38.7% | epoch: 1 | remaining: 246s    
step 00176 (18.0%) | loss: 3.391056 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,241 | mfu: 38.5% | epoch: 1 | remaining: 246s    
step 00177 (18.1%) | loss: 3.380631 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,658 | mfu: 38.7% | epoch: 1 | remaining: 245s    
step 00178 (18.2%) | loss: 3.377382 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,004 | mfu: 38.6% | epoch: 1 | remaining: 245s    
step 00179 (18.3%) | loss: 3.374729 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,204 | mfu: 39.1% | epoch: 1 | remaining: 245s    
step 00180 (18.4%) | loss: 3.366426 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,269 | mfu: 38.9% | epoch: 1 | remaining: 244s    
step 00181 (18.5%) | loss: 3.362325 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,928 | mfu: 38.6% | epoch: 1 | remaining: 244s    
step 00182 (18.6%) | loss: 3.361456 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,351 | mfu: 38.8% | epoch: 1 | remaining: 244s    
step 00183 (18.8%) | loss: 3.359338 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,621 | mfu: 38.9% | epoch: 1 | remaining: 243s    
step 00184 (18.9%) | loss: 3.350721 | lrm: 1.00 | dt: 331ms | tok/sec: 1,582,991 | mfu: 38.2% | epoch: 1 | remaining: 243s    
step 00185 (19.0%) | loss: 3.352467 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,569 | mfu: 39.3% | epoch: 1 | remaining: 243s    
step 00186 (19.1%) | loss: 3.349858 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,632 | mfu: 38.7% | epoch: 1 | remaining: 242s    
step 00187 (19.2%) | loss: 3.344583 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,865 | mfu: 39.3% | epoch: 1 | remaining: 242s    
step 00188 (19.3%) | loss: 3.338490 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,838 | mfu: 38.6% | epoch: 1 | remaining: 242s    
step 00189 (19.4%) | loss: 3.343724 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,175 | mfu: 38.8% | epoch: 1 | remaining: 241s    
step 00190 (19.5%) | loss: 3.344956 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,382 | mfu: 38.7% | epoch: 1 | remaining: 241s    
step 00191 (19.6%) | loss: 3.344304 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,392 | mfu: 38.8% | epoch: 1 | remaining: 241s    
step 00192 (19.7%) | loss: 3.342025 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,263 | mfu: 38.9% | epoch: 1 | remaining: 240s    
step 00193 (19.8%) | loss: 3.340791 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,214 | mfu: 38.9% | epoch: 1 | remaining: 240s    
step 00194 (19.9%) | loss: 3.333405 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,154 | mfu: 38.5% | epoch: 1 | remaining: 240s    
step 00195 (20.1%) | loss: 3.331542 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,510 | mfu: 38.8% | epoch: 1 | remaining: 239s    
step 00196 (20.2%) | loss: 3.331024 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,164 | mfu: 38.8% | epoch: 1 | remaining: 239s    
step 00197 (20.3%) | loss: 3.329759 | lrm: 1.00 | dt: 330ms | tok/sec: 1,586,712 | mfu: 38.3% | epoch: 1 | remaining: 239s    
step 00198 (20.4%) | loss: 3.321441 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,656 | mfu: 38.4% | epoch: 1 | remaining: 239s    
step 00199 (20.5%) | loss: 3.318430 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,799 | mfu: 39.3% | epoch: 1 | remaining: 238s    
step 00200 (20.6%) | loss: 3.316041 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,284 | mfu: 38.8% | epoch: 1 | remaining: 238s    
step 00201 (20.7%) | loss: 3.315296 | lrm: 1.00 | dt: 330ms | tok/sec: 1,590,435 | mfu: 38.4% | epoch: 1 | remaining: 238s    
step 00202 (20.8%) | loss: 3.316134 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,479 | mfu: 38.7% | epoch: 1 | remaining: 237s    
step 00203 (20.9%) | loss: 3.313332 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,404 | mfu: 38.8% | epoch: 1 | remaining: 237s    
step 00204 (21.0%) | loss: 3.309179 | lrm: 1.00 | dt: 330ms | tok/sec: 1,590,858 | mfu: 38.4% | epoch: 1 | remaining: 237s    
step 00205 (21.2%) | loss: 3.298770 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,218 | mfu: 39.0% | epoch: 1 | remaining: 236s    
step 00206 (21.3%) | loss: 3.297111 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,704 | mfu: 38.8% | epoch: 1 | remaining: 236s    
step 00207 (21.4%) | loss: 3.295015 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,525 | mfu: 38.5% | epoch: 1 | remaining: 236s    
step 00208 (21.5%) | loss: 3.295166 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,219 | mfu: 39.0% | epoch: 1 | remaining: 235s    
step 00209 (21.6%) | loss: 3.292164 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,436 | mfu: 39.0% | epoch: 1 | remaining: 235s    
step 00210 (21.7%) | loss: 3.286782 | lrm: 1.00 | dt: 331ms | tok/sec: 1,582,454 | mfu: 38.2% | epoch: 1 | remaining: 235s    
step 00211 (21.8%) | loss: 3.290542 | lrm: 1.00 | dt: 324ms | tok/sec: 1,615,835 | mfu: 39.0% | epoch: 1 | remaining: 234s    
step 00212 (21.9%) | loss: 3.285250 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,517 | mfu: 38.9% | epoch: 1 | remaining: 234s    
step 00213 (22.0%) | loss: 3.280311 | lrm: 1.00 | dt: 330ms | tok/sec: 1,590,335 | mfu: 38.4% | epoch: 1 | remaining: 234s    
step 00214 (22.1%) | loss: 3.277304 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,336 | mfu: 39.1% | epoch: 1 | remaining: 233s    
step 00215 (22.2%) | loss: 3.275385 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,691 | mfu: 38.8% | epoch: 1 | remaining: 233s    
step 00216 (22.3%) | loss: 3.277358 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,360 | mfu: 38.5% | epoch: 1 | remaining: 233s    
step 00217 (22.5%) | loss: 3.279098 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,842 | mfu: 39.0% | epoch: 1 | remaining: 232s    
step 00218 (22.6%) | loss: 3.278543 | lrm: 1.00 | dt: 327ms | tok/sec: 1,600,884 | mfu: 38.7% | epoch: 1 | remaining: 232s    
step 00219 (22.7%) | loss: 3.279625 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,307 | mfu: 38.5% | epoch: 1 | remaining: 232s    
step 00220 (22.8%) | loss: 3.282544 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,790 | mfu: 38.9% | epoch: 1 | remaining: 231s    
step 00221 (22.9%) | loss: 3.285243 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,110 | mfu: 38.9% | epoch: 1 | remaining: 231s    
step 00222 (23.0%) | loss: 3.281701 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,390 | mfu: 38.6% | epoch: 1 | remaining: 231s    
step 00223 (23.1%) | loss: 3.282577 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,009 | mfu: 38.8% | epoch: 1 | remaining: 230s    
step 00224 (23.2%) | loss: 3.280986 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,370 | mfu: 38.9% | epoch: 1 | remaining: 230s    
step 00225 (23.3%) | loss: 3.280820 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,386 | mfu: 38.8% | epoch: 1 | remaining: 230s    
step 00226 (23.4%) | loss: 3.283034 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,133 | mfu: 38.7% | epoch: 1 | remaining: 229s    
step 00227 (23.5%) | loss: 3.281495 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,324 | mfu: 38.9% | epoch: 1 | remaining: 229s    
step 00228 (23.7%) | loss: 3.278953 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,932 | mfu: 38.6% | epoch: 1 | remaining: 229s    
step 00229 (23.8%) | loss: 3.276593 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,163 | mfu: 38.7% | epoch: 1 | remaining: 228s    
step 00230 (23.9%) | loss: 3.278258 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,606 | mfu: 39.0% | epoch: 1 | remaining: 228s    
step 00231 (24.0%) | loss: 3.278676 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,951 | mfu: 38.7% | epoch: 1 | remaining: 228s    
step 00232 (24.1%) | loss: 3.275582 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,345 | mfu: 38.7% | epoch: 1 | remaining: 227s    
step 00233 (24.2%) | loss: 3.271622 | lrm: 1.00 | dt: 326ms | tok/sec: 1,605,961 | mfu: 38.8% | epoch: 1 | remaining: 227s    
step 00234 (24.3%) | loss: 3.269016 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,419 | mfu: 38.8% | epoch: 1 | remaining: 227s    
step 00235 (24.4%) | loss: 3.266133 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,071 | mfu: 38.8% | epoch: 1 | remaining: 226s    
step 00236 (24.5%) | loss: 3.263173 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,618 | mfu: 38.6% | epoch: 1 | remaining: 226s    
step 00237 (24.6%) | loss: 3.257404 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,059 | mfu: 38.6% | epoch: 1 | remaining: 226s    
step 00238 (24.7%) | loss: 3.259351 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,429 | mfu: 39.0% | epoch: 1 | remaining: 225s    
step 00239 (24.9%) | loss: 3.257180 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,518 | mfu: 38.9% | epoch: 1 | remaining: 225s    
step 00240 (25.0%) | loss: 3.253479 | lrm: 1.00 | dt: 325ms | tok/sec: 1,610,928 | mfu: 38.9% | epoch: 1 | remaining: 225s    
step 00241 (25.1%) | loss: 3.253541 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,114 | mfu: 38.8% | epoch: 1 | remaining: 224s    
step 00242 (25.2%) | loss: 3.253830 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,022 | mfu: 38.9% | epoch: 1 | remaining: 224s    
step 00243 (25.3%) | loss: 3.253266 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,474 | mfu: 38.5% | epoch: 1 | remaining: 224s    
step 00244 (25.4%) | loss: 3.252538 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,436 | mfu: 38.8% | epoch: 1 | remaining: 223s    
step 00245 (25.5%) | loss: 3.245309 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,753 | mfu: 38.9% | epoch: 1 | remaining: 223s    
step 00246 (25.6%) | loss: 3.241502 | lrm: 1.00 | dt: 329ms | tok/sec: 1,591,827 | mfu: 38.5% | epoch: 1 | remaining: 223s    
step 00247 (25.7%) | loss: 3.233455 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,198 | mfu: 38.5% | epoch: 1 | remaining: 222s    
step 00248 (25.8%) | loss: 3.235679 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,450 | mfu: 38.9% | epoch: 1 | remaining: 222s    
step 00249 (25.9%) | loss: 3.236279 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,079 | mfu: 38.8% | epoch: 1 | remaining: 222s    
step 00250 (26.1%) | loss: 3.236772 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,111 | mfu: 38.7% | epoch: 1 | remaining: 222s    
step 00251 (26.2%) | loss: 3.239692 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,221 | mfu: 38.7% | epoch: 1 | remaining: 221s    
step 00252 (26.3%) | loss: 3.241616 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,797 | mfu: 38.9% | epoch: 1 | remaining: 221s    
step 00253 (26.4%) | loss: 3.244791 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,635 | mfu: 39.0% | epoch: 1 | remaining: 221s    
step 00254 (26.5%) | loss: 3.248123 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,017 | mfu: 38.8% | epoch: 1 | remaining: 220s    
step 00255 (26.6%) | loss: 3.248266 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,773 | mfu: 38.9% | epoch: 1 | remaining: 220s    
step 00256 (26.7%) | loss: 3.243621 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,645 | mfu: 38.9% | epoch: 1 | remaining: 220s    
step 00257 (26.8%) | loss: 3.243976 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,587 | mfu: 38.8% | epoch: 1 | remaining: 219s    
step 00258 (26.9%) | loss: 3.236536 | lrm: 1.00 | dt: 330ms | tok/sec: 1,590,765 | mfu: 38.4% | epoch: 1 | remaining: 219s    
step 00259 (27.0%) | loss: 3.235677 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,828 | mfu: 38.5% | epoch: 1 | remaining: 219s    
step 00260 (27.1%) | loss: 3.233640 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,828 | mfu: 38.8% | epoch: 1 | remaining: 218s    
step 00261 (27.2%) | loss: 3.231269 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,028 | mfu: 38.9% | epoch: 1 | remaining: 218s    
step 00262 (27.4%) | loss: 3.232112 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,354 | mfu: 38.8% | epoch: 1 | remaining: 218s    
step 00263 (27.5%) | loss: 3.230955 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,664 | mfu: 38.9% | epoch: 1 | remaining: 217s    
step 00264 (27.6%) | loss: 3.231039 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,395 | mfu: 38.8% | epoch: 1 | remaining: 217s    
step 00265 (27.7%) | loss: 3.228761 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,303 | mfu: 38.6% | epoch: 1 | remaining: 217s    
step 00266 (27.8%) | loss: 3.222880 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,997 | mfu: 38.6% | epoch: 1 | remaining: 216s    
step 00267 (27.9%) | loss: 3.219570 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,486 | mfu: 38.8% | epoch: 1 | remaining: 216s    
step 00268 (28.0%) | loss: 3.219358 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,366 | mfu: 38.6% | epoch: 1 | remaining: 216s    
step 00269 (28.1%) | loss: 3.215862 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,198 | mfu: 39.3% | epoch: 1 | remaining: 215s    
step 00270 (28.2%) | loss: 3.216319 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,632 | mfu: 38.9% | epoch: 1 | remaining: 215s    
step 00271 (28.3%) | loss: 3.216022 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,093 | mfu: 38.8% | epoch: 1 | remaining: 215s    
step 00272 (28.4%) | loss: 3.216940 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,058 | mfu: 38.8% | epoch: 1 | remaining: 214s    
step 00273 (28.6%) | loss: 3.213071 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,094 | mfu: 39.1% | epoch: 1 | remaining: 214s    
step 00274 (28.7%) | loss: 3.211817 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,151 | mfu: 38.9% | epoch: 1 | remaining: 214s    
step 00275 (28.8%) | loss: 3.207418 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,089 | mfu: 38.9% | epoch: 1 | remaining: 213s    
step 00276 (28.9%) | loss: 3.212774 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,819 | mfu: 39.0% | epoch: 1 | remaining: 213s    
step 00277 (29.0%) | loss: 3.211374 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,718 | mfu: 38.9% | epoch: 1 | remaining: 213s    
step 00278 (29.1%) | loss: 3.208160 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,444 | mfu: 39.0% | epoch: 1 | remaining: 212s    
step 00279 (29.2%) | loss: 3.209420 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,363 | mfu: 38.8% | epoch: 1 | remaining: 212s    
step 00280 (29.3%) | loss: 3.208255 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,538 | mfu: 38.8% | epoch: 1 | remaining: 212s    
step 00281 (29.4%) | loss: 3.209017 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,340 | mfu: 39.0% | epoch: 1 | remaining: 211s    
step 00282 (29.5%) | loss: 3.207659 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,647 | mfu: 39.0% | epoch: 1 | remaining: 211s    
step 00283 (29.6%) | loss: 3.208886 | lrm: 1.00 | dt: 330ms | tok/sec: 1,588,951 | mfu: 38.4% | epoch: 1 | remaining: 211s    
step 00284 (29.7%) | loss: 3.205920 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,076 | mfu: 39.1% | epoch: 1 | remaining: 210s    
step 00285 (29.9%) | loss: 3.204268 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,506 | mfu: 39.1% | epoch: 1 | remaining: 210s    
step 00286 (30.0%) | loss: 3.204120 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,018 | mfu: 38.5% | epoch: 1 | remaining: 210s    
step 00287 (30.1%) | loss: 3.202925 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,791 | mfu: 39.0% | epoch: 1 | remaining: 209s    
step 00288 (30.2%) | loss: 3.207280 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,746 | mfu: 39.0% | epoch: 1 | remaining: 209s    
step 00289 (30.3%) | loss: 3.204648 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,798 | mfu: 38.6% | epoch: 1 | remaining: 209s    
step 00290 (30.4%) | loss: 3.202715 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,506 | mfu: 38.8% | epoch: 1 | remaining: 208s    
step 00291 (30.5%) | loss: 3.201277 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,386 | mfu: 38.7% | epoch: 1 | remaining: 208s    
step 00292 (30.6%) | loss: 3.199765 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,250 | mfu: 38.6% | epoch: 1 | remaining: 208s    
step 00293 (30.7%) | loss: 3.197348 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,300 | mfu: 39.1% | epoch: 1 | remaining: 207s    
step 00294 (30.8%) | loss: 3.195871 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,108 | mfu: 38.8% | epoch: 1 | remaining: 207s    
step 00295 (30.9%) | loss: 3.199806 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,902 | mfu: 38.4% | epoch: 1 | remaining: 207s    
step 00296 (31.1%) | loss: 3.201402 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,336 | mfu: 38.8% | epoch: 1 | remaining: 207s    
step 00297 (31.2%) | loss: 3.205144 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,582 | mfu: 38.9% | epoch: 1 | remaining: 206s    
step 00298 (31.3%) | loss: 3.199792 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,889 | mfu: 38.4% | epoch: 1 | remaining: 206s    
step 00299 (31.4%) | loss: 3.190751 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,800 | mfu: 38.9% | epoch: 1 | remaining: 206s    
step 00300 (31.5%) | loss: 3.190818 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,483 | mfu: 38.7% | epoch: 1 | remaining: 205s    
step 00301 (31.6%) | loss: 3.192499 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,412 | mfu: 38.8% | epoch: 1 | remaining: 205s    
step 00302 (31.7%) | loss: 3.191507 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,350 | mfu: 38.9% | epoch: 1 | remaining: 205s    
step 00303 (31.8%) | loss: 3.190920 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,233 | mfu: 38.7% | epoch: 1 | remaining: 204s    
step 00304 (31.9%) | loss: 3.188152 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,597 | mfu: 38.9% | epoch: 1 | remaining: 204s    
