"module": executable file not found in $PATH
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 62959ms | tok/sec: 8,327 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854702 | lrm: 1.00 | dt: 313ms | tok/sec: 1,673,526 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442317 | lrm: 1.00 | dt: 688ms | tok/sec: 762,362 | mfu: 18.4% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971718 | lrm: 1.00 | dt: 315ms | tok/sec: 1,661,876 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578769 | lrm: 1.00 | dt: 314ms | tok/sec: 1,668,616 | mfu: 40.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248852 | lrm: 1.00 | dt: 342ms | tok/sec: 1,531,715 | mfu: 37.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998088 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,402 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787080 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,905 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.606990 | lrm: 1.00 | dt: 339ms | tok/sec: 1,545,413 | mfu: 37.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.455149 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,062 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325379 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,652 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217077 | lrm: 1.00 | dt: 335ms | tok/sec: 1,564,765 | mfu: 37.8% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.120708 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,816 | mfu: 38.8% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034852 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,304 | mfu: 39.4% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.962735 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,629 | mfu: 38.5% | epoch: 1 | remaining: 299s    
step 00151 (15.3%) | loss: 3.456528 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,456 | mfu: 39.5% | epoch: 1 | remaining: 254s    
step 00152 (15.4%) | loss: 3.452227 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,583 | mfu: 39.0% | epoch: 1 | remaining: 254s    
step 00153 (15.5%) | loss: 3.449157 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,864 | mfu: 38.9% | epoch: 1 | remaining: 253s    
step 00154 (15.6%) | loss: 3.447314 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,592 | mfu: 38.8% | epoch: 1 | remaining: 253s    
step 00155 (15.7%) | loss: 3.442536 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,882 | mfu: 39.1% | epoch: 1 | remaining: 253s    
step 00156 (15.8%) | loss: 3.437544 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,972 | mfu: 39.2% | epoch: 1 | remaining: 252s    
step 00157 (15.9%) | loss: 3.434638 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,157 | mfu: 38.7% | epoch: 1 | remaining: 252s    
step 00158 (16.0%) | loss: 3.431441 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,195 | mfu: 38.8% | epoch: 1 | remaining: 252s    
step 00159 (16.1%) | loss: 3.426222 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,757 | mfu: 39.1% | epoch: 1 | remaining: 251s    
step 00160 (16.2%) | loss: 3.419308 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,958 | mfu: 39.0% | epoch: 1 | remaining: 251s    
step 00161 (16.3%) | loss: 3.415324 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,990 | mfu: 38.7% | epoch: 1 | remaining: 251s    
step 00162 (16.4%) | loss: 3.412428 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,562 | mfu: 39.3% | epoch: 1 | remaining: 250s    
step 00163 (16.6%) | loss: 3.408951 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,870 | mfu: 39.3% | epoch: 1 | remaining: 250s    
step 00164 (16.7%) | loss: 3.408289 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,698 | mfu: 39.1% | epoch: 1 | remaining: 250s    
step 00165 (16.8%) | loss: 3.404354 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,166 | mfu: 38.8% | epoch: 1 | remaining: 249s    
step 00166 (16.9%) | loss: 3.401149 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,497 | mfu: 38.9% | epoch: 1 | remaining: 249s    
step 00167 (17.0%) | loss: 3.398764 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,031 | mfu: 39.1% | epoch: 1 | remaining: 249s    
step 00168 (17.1%) | loss: 3.399241 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,534 | mfu: 39.1% | epoch: 1 | remaining: 248s    
step 00169 (17.2%) | loss: 3.403677 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,890 | mfu: 38.9% | epoch: 1 | remaining: 248s    
step 00170 (17.3%) | loss: 3.404712 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,309 | mfu: 38.8% | epoch: 1 | remaining: 248s    
step 00171 (17.4%) | loss: 3.398914 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,787 | mfu: 39.0% | epoch: 1 | remaining: 247s    
step 00172 (17.5%) | loss: 3.399585 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,218 | mfu: 39.0% | epoch: 1 | remaining: 247s    
step 00173 (17.6%) | loss: 3.396396 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,885 | mfu: 38.8% | epoch: 1 | remaining: 247s    
step 00174 (17.7%) | loss: 3.391538 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,454 | mfu: 39.5% | epoch: 1 | remaining: 246s    
step 00175 (17.9%) | loss: 3.383159 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,464 | mfu: 39.0% | epoch: 1 | remaining: 246s    
step 00176 (18.0%) | loss: 3.385244 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,090 | mfu: 38.9% | epoch: 1 | remaining: 246s    
step 00177 (18.1%) | loss: 3.374425 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,158 | mfu: 38.8% | epoch: 1 | remaining: 245s    
step 00178 (18.2%) | loss: 3.372493 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,463 | mfu: 39.3% | epoch: 1 | remaining: 245s    
step 00179 (18.3%) | loss: 3.370226 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,663 | mfu: 39.0% | epoch: 1 | remaining: 245s    
step 00180 (18.4%) | loss: 3.362105 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,474 | mfu: 38.9% | epoch: 1 | remaining: 244s    
step 00181 (18.5%) | loss: 3.356834 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,097 | mfu: 39.1% | epoch: 1 | remaining: 244s    
step 00182 (18.6%) | loss: 3.356631 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,447 | mfu: 39.0% | epoch: 1 | remaining: 244s    
step 00183 (18.7%) | loss: 3.355364 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,716 | mfu: 39.0% | epoch: 1 | remaining: 244s    
step 00184 (18.8%) | loss: 3.347185 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,917 | mfu: 38.9% | epoch: 1 | remaining: 243s    
step 00185 (18.9%) | loss: 3.348659 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,920 | mfu: 39.2% | epoch: 1 | remaining: 243s    
step 00186 (19.0%) | loss: 3.345791 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,926 | mfu: 38.7% | epoch: 1 | remaining: 243s    
step 00187 (19.2%) | loss: 3.340802 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,268 | mfu: 39.1% | epoch: 1 | remaining: 242s    
step 00188 (19.3%) | loss: 3.335285 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,522 | mfu: 39.3% | epoch: 1 | remaining: 242s    
step 00189 (19.4%) | loss: 3.340124 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,851 | mfu: 39.3% | epoch: 1 | remaining: 242s    
step 00190 (19.5%) | loss: 3.341044 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,931 | mfu: 39.1% | epoch: 1 | remaining: 241s    
step 00191 (19.6%) | loss: 3.341328 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,180 | mfu: 39.0% | epoch: 1 | remaining: 241s    
step 00192 (19.7%) | loss: 3.339180 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,027 | mfu: 38.7% | epoch: 1 | remaining: 241s    
step 00193 (19.8%) | loss: 3.337838 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,946 | mfu: 39.1% | epoch: 1 | remaining: 240s    
step 00194 (19.9%) | loss: 3.331311 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,688 | mfu: 39.2% | epoch: 1 | remaining: 240s    
step 00195 (20.0%) | loss: 3.331081 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,262 | mfu: 38.8% | epoch: 1 | remaining: 240s    
step 00196 (20.1%) | loss: 3.331328 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,104 | mfu: 38.9% | epoch: 1 | remaining: 239s    
step 00197 (20.2%) | loss: 3.330340 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,804 | mfu: 39.2% | epoch: 1 | remaining: 239s    
step 00198 (20.3%) | loss: 3.320697 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,206 | mfu: 38.8% | epoch: 1 | remaining: 239s    
step 00199 (20.5%) | loss: 3.317576 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,380 | mfu: 39.1% | epoch: 1 | remaining: 238s    
step 00200 (20.6%) | loss: 3.315164 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,566 | mfu: 39.1% | epoch: 1 | remaining: 238s    
step 00201 (20.7%) | loss: 3.314078 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,444 | mfu: 39.1% | epoch: 1 | remaining: 238s    
step 00202 (20.8%) | loss: 3.314678 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,201 | mfu: 39.0% | epoch: 1 | remaining: 237s    
step 00203 (20.9%) | loss: 3.312044 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,037 | mfu: 38.7% | epoch: 1 | remaining: 237s    
step 00204 (21.0%) | loss: 3.307516 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,901 | mfu: 39.1% | epoch: 1 | remaining: 237s    
step 00205 (21.1%) | loss: 3.297096 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,974 | mfu: 39.2% | epoch: 1 | remaining: 236s    
step 00206 (21.2%) | loss: 3.295490 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,933 | mfu: 38.7% | epoch: 1 | remaining: 236s    
step 00207 (21.3%) | loss: 3.293664 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,493 | mfu: 39.0% | epoch: 1 | remaining: 236s    
step 00208 (21.4%) | loss: 3.293703 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,157 | mfu: 39.2% | epoch: 1 | remaining: 235s    
step 00209 (21.5%) | loss: 3.290726 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,009 | mfu: 39.0% | epoch: 1 | remaining: 235s    
step 00210 (21.6%) | loss: 3.285243 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,340 | mfu: 38.7% | epoch: 1 | remaining: 235s    
step 00211 (21.8%) | loss: 3.289268 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,624 | mfu: 38.8% | epoch: 1 | remaining: 234s    
step 00212 (21.9%) | loss: 3.283873 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,082 | mfu: 39.4% | epoch: 1 | remaining: 234s    
step 00213 (22.0%) | loss: 3.278668 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,103 | mfu: 39.4% | epoch: 1 | remaining: 234s    
step 00214 (22.1%) | loss: 3.275840 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,148 | mfu: 38.9% | epoch: 1 | remaining: 233s    
step 00215 (22.2%) | loss: 3.273974 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,096 | mfu: 39.1% | epoch: 1 | remaining: 233s    
step 00216 (22.3%) | loss: 3.275698 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,573 | mfu: 39.0% | epoch: 1 | remaining: 233s    
step 00217 (22.4%) | loss: 3.277407 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,015 | mfu: 39.0% | epoch: 1 | remaining: 232s    
step 00218 (22.5%) | loss: 3.275793 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,621 | mfu: 38.9% | epoch: 1 | remaining: 232s    
step 00219 (22.6%) | loss: 3.275460 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,425 | mfu: 38.5% | epoch: 1 | remaining: 232s    
step 00220 (22.7%) | loss: 3.278417 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,142 | mfu: 39.0% | epoch: 1 | remaining: 231s    
step 00221 (22.8%) | loss: 3.281141 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,982 | mfu: 39.1% | epoch: 1 | remaining: 231s    
step 00222 (22.9%) | loss: 3.278175 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,044 | mfu: 38.9% | epoch: 1 | remaining: 231s    
step 00223 (23.1%) | loss: 3.279151 | lrm: 1.00 | dt: 327ms | tok/sec: 1,600,974 | mfu: 38.7% | epoch: 1 | remaining: 231s    
step 00224 (23.2%) | loss: 3.277886 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,156 | mfu: 39.0% | epoch: 1 | remaining: 230s    
step 00225 (23.3%) | loss: 3.278449 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,511 | mfu: 39.5% | epoch: 1 | remaining: 230s    
step 00226 (23.4%) | loss: 3.281445 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,008 | mfu: 38.9% | epoch: 1 | remaining: 230s    
step 00227 (23.5%) | loss: 3.280182 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,862 | mfu: 38.8% | epoch: 1 | remaining: 229s    
step 00228 (23.6%) | loss: 3.278475 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,186 | mfu: 39.0% | epoch: 1 | remaining: 229s    
step 00229 (23.7%) | loss: 3.277245 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,320 | mfu: 39.2% | epoch: 1 | remaining: 229s    
step 00230 (23.8%) | loss: 3.279398 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,949 | mfu: 38.9% | epoch: 1 | remaining: 228s    
step 00231 (23.9%) | loss: 3.279502 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,569 | mfu: 38.9% | epoch: 1 | remaining: 228s    
step 00232 (24.0%) | loss: 3.276608 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,217 | mfu: 38.7% | epoch: 1 | remaining: 228s    
step 00233 (24.1%) | loss: 3.273037 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,969 | mfu: 39.2% | epoch: 1 | remaining: 227s    
step 00234 (24.2%) | loss: 3.270622 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,981 | mfu: 38.6% | epoch: 1 | remaining: 227s    
step 00235 (24.4%) | loss: 3.267834 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,332 | mfu: 39.0% | epoch: 1 | remaining: 227s    
step 00236 (24.5%) | loss: 3.264871 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,145 | mfu: 39.2% | epoch: 1 | remaining: 226s    
step 00237 (24.6%) | loss: 3.259153 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,940 | mfu: 39.0% | epoch: 1 | remaining: 226s    
step 00238 (24.7%) | loss: 3.260259 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,992 | mfu: 39.4% | epoch: 1 | remaining: 226s    
step 00239 (24.8%) | loss: 3.257616 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,791 | mfu: 38.7% | epoch: 1 | remaining: 225s    
step 00240 (24.9%) | loss: 3.252838 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,858 | mfu: 39.2% | epoch: 1 | remaining: 225s    
step 00241 (25.0%) | loss: 3.252076 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,535 | mfu: 39.3% | epoch: 1 | remaining: 225s    
step 00242 (25.1%) | loss: 3.252610 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,864 | mfu: 39.0% | epoch: 1 | remaining: 224s    
step 00243 (25.2%) | loss: 3.252603 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,149 | mfu: 38.6% | epoch: 1 | remaining: 224s    
step 00244 (25.3%) | loss: 3.251950 | lrm: 1.00 | dt: 322ms | tok/sec: 1,625,847 | mfu: 39.3% | epoch: 1 | remaining: 224s    
step 00245 (25.4%) | loss: 3.245022 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,181 | mfu: 39.2% | epoch: 1 | remaining: 223s    
step 00246 (25.5%) | loss: 3.241463 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,713 | mfu: 38.9% | epoch: 1 | remaining: 223s    
step 00247 (25.6%) | loss: 3.233637 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,234 | mfu: 39.0% | epoch: 1 | remaining: 223s    
step 00248 (25.8%) | loss: 3.235190 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,064 | mfu: 38.8% | epoch: 1 | remaining: 222s    
step 00249 (25.9%) | loss: 3.236206 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,010 | mfu: 39.1% | epoch: 1 | remaining: 222s    
step 00250 (26.0%) | loss: 3.236718 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,691 | mfu: 39.0% | epoch: 1 | remaining: 222s    
step 00251 (26.1%) | loss: 3.239674 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,436 | mfu: 38.9% | epoch: 1 | remaining: 221s    
step 00252 (26.2%) | loss: 3.241646 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,596 | mfu: 39.1% | epoch: 1 | remaining: 221s    
step 00253 (26.3%) | loss: 3.244178 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,701 | mfu: 39.0% | epoch: 1 | remaining: 221s    
step 00254 (26.4%) | loss: 3.246778 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,949 | mfu: 39.0% | epoch: 1 | remaining: 220s    
step 00255 (26.5%) | loss: 3.245605 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,788 | mfu: 38.7% | epoch: 1 | remaining: 220s    
step 00256 (26.6%) | loss: 3.240872 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,558 | mfu: 39.1% | epoch: 1 | remaining: 220s    
step 00257 (26.7%) | loss: 3.241868 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,384 | mfu: 39.2% | epoch: 1 | remaining: 219s    
step 00258 (26.8%) | loss: 3.235262 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,622 | mfu: 38.6% | epoch: 1 | remaining: 219s    
step 00259 (27.0%) | loss: 3.235251 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,207 | mfu: 39.0% | epoch: 1 | remaining: 219s    
step 00260 (27.1%) | loss: 3.233764 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,778 | mfu: 39.2% | epoch: 1 | remaining: 219s    
step 00261 (27.2%) | loss: 3.231134 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,839 | mfu: 39.5% | epoch: 1 | remaining: 218s    
step 00262 (27.3%) | loss: 3.231445 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,002 | mfu: 38.9% | epoch: 1 | remaining: 218s    
step 00263 (27.4%) | loss: 3.229957 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,379 | mfu: 39.3% | epoch: 1 | remaining: 218s    
step 00264 (27.5%) | loss: 3.229442 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,647 | mfu: 38.7% | epoch: 1 | remaining: 217s    
step 00265 (27.6%) | loss: 3.227608 | lrm: 1.00 | dt: 325ms | tok/sec: 1,610,911 | mfu: 38.9% | epoch: 1 | remaining: 217s    
step 00266 (27.7%) | loss: 3.222545 | lrm: 1.00 | dt: 324ms | tok/sec: 1,615,713 | mfu: 39.0% | epoch: 1 | remaining: 217s    
step 00267 (27.8%) | loss: 3.219416 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,857 | mfu: 38.7% | epoch: 1 | remaining: 216s    
step 00268 (27.9%) | loss: 3.218867 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,974 | mfu: 38.5% | epoch: 1 | remaining: 216s    
step 00269 (28.0%) | loss: 3.214676 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,735 | mfu: 39.3% | epoch: 1 | remaining: 216s    
step 00270 (28.1%) | loss: 3.215458 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,069 | mfu: 38.8% | epoch: 1 | remaining: 215s    
step 00271 (28.3%) | loss: 3.215830 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,448 | mfu: 38.7% | epoch: 1 | remaining: 215s    
step 00272 (28.4%) | loss: 3.217040 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,101 | mfu: 39.4% | epoch: 1 | remaining: 215s    
step 00273 (28.5%) | loss: 3.213124 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,981 | mfu: 39.5% | epoch: 1 | remaining: 214s    
step 00274 (28.6%) | loss: 3.211194 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,322 | mfu: 39.1% | epoch: 1 | remaining: 214s    
step 00275 (28.7%) | loss: 3.206676 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,940 | mfu: 38.9% | epoch: 1 | remaining: 214s    
step 00276 (28.8%) | loss: 3.211624 | lrm: 1.00 | dt: 324ms | tok/sec: 1,615,878 | mfu: 39.0% | epoch: 1 | remaining: 213s    
step 00277 (28.9%) | loss: 3.209127 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,819 | mfu: 39.1% | epoch: 1 | remaining: 213s    
step 00278 (29.0%) | loss: 3.205792 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,456 | mfu: 39.0% | epoch: 1 | remaining: 213s    
step 00279 (29.1%) | loss: 3.207376 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,609 | mfu: 38.8% | epoch: 1 | remaining: 212s    
step 00280 (29.2%) | loss: 3.207332 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,564 | mfu: 38.8% | epoch: 1 | remaining: 212s    
step 00281 (29.3%) | loss: 3.209177 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,991 | mfu: 39.0% | epoch: 1 | remaining: 212s    
step 00282 (29.4%) | loss: 3.208167 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,405 | mfu: 39.2% | epoch: 1 | remaining: 211s    
step 00283 (29.5%) | loss: 3.209482 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,442 | mfu: 39.2% | epoch: 1 | remaining: 211s    
step 00284 (29.7%) | loss: 3.206076 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,032 | mfu: 38.7% | epoch: 1 | remaining: 211s    
step 00285 (29.8%) | loss: 3.204191 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,276 | mfu: 38.9% | epoch: 1 | remaining: 210s    
step 00286 (29.9%) | loss: 3.204707 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,315 | mfu: 39.3% | epoch: 1 | remaining: 210s    
step 00287 (30.0%) | loss: 3.203742 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,215 | mfu: 38.7% | epoch: 1 | remaining: 210s    
step 00288 (30.1%) | loss: 3.208056 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,877 | mfu: 38.8% | epoch: 1 | remaining: 209s    
step 00289 (30.2%) | loss: 3.204860 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,953 | mfu: 39.3% | epoch: 1 | remaining: 209s    
step 00290 (30.3%) | loss: 3.202125 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,120 | mfu: 38.8% | epoch: 1 | remaining: 209s    
step 00291 (30.4%) | loss: 3.200565 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,015 | mfu: 39.0% | epoch: 1 | remaining: 208s    
step 00292 (30.5%) | loss: 3.199177 | lrm: 1.00 | dt: 324ms | tok/sec: 1,615,936 | mfu: 39.0% | epoch: 1 | remaining: 208s    
step 00293 (30.6%) | loss: 3.196422 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,583 | mfu: 39.2% | epoch: 1 | remaining: 208s    
step 00294 (30.7%) | loss: 3.194684 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,918 | mfu: 39.1% | epoch: 1 | remaining: 207s    
step 00295 (30.8%) | loss: 3.198533 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,895 | mfu: 39.0% | epoch: 1 | remaining: 207s    
step 00296 (31.0%) | loss: 3.200476 | lrm: 1.00 | dt: 334ms | tok/sec: 1,568,574 | mfu: 37.9% | epoch: 1 | remaining: 207s    
step 00297 (31.1%) | loss: 3.204832 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,593 | mfu: 39.3% | epoch: 1 | remaining: 206s    
step 00298 (31.2%) | loss: 3.199936 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,426 | mfu: 38.9% | epoch: 1 | remaining: 206s    
step 00299 (31.3%) | loss: 3.190276 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,563 | mfu: 38.6% | epoch: 1 | remaining: 206s    
step 00300 (31.4%) | loss: 3.189264 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,571 | mfu: 39.4% | epoch: 1 | remaining: 206s    
step 00301 (31.5%) | loss: 3.190823 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,067 | mfu: 39.2% | epoch: 1 | remaining: 205s    
step 00302 (31.6%) | loss: 3.190146 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,395 | mfu: 38.9% | epoch: 1 | remaining: 205s    
step 00303 (31.7%) | loss: 3.189778 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,697 | mfu: 38.8% | epoch: 1 | remaining: 205s    
step 00304 (31.8%) | loss: 3.187431 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,347 | mfu: 39.2% | epoch: 1 | remaining: 204s    
